transaction_id,transaction_date,transaction_amount,customer_id,product_id,payment_method
101,2022-02-01,6116.09,101,101,PayPal
102,2022-02-01,4329.42,102,102,credit card
103,2022-02-01,9675.88,103,103,cash
104,2022-02-01,3186.41,104,104,debit card
105,2022-02-01,2010.69,105,105,debit card
106,2022-02-01,4343.82,106,106,debit card
107,2022-02-01,6301.13,107,107,PayPal
108,2022-02-01,3374.63,108,108,credit card
109,2022-02-01,3009.96,109,109,PayPal
110,2022-02-01,9193.21,110,110,debit card
111,2022-02-01,8188.96,111,111,PayPal
112,2022-02-01,9043.64,112,112,cash
113,2022-02-01,6984.66,113,113,debit card
114,2022-02-01,5738.37,114,114,cash
115,2022-02-01,9185.11,115,115,debit card
116,2022-02-01,8180.56,116,116,cash
117,2022-02-01,1849.67,117,117,cash
118,2022-02-01,8220.87,118,118,PayPal
119,2022-02-01,9139.09,119,119,debit card
120,2022-02-01,4709.82,120,120,PayPal
121,2022-02-01,6881.2,121,121,credit card
122,2022-02-01,103.66,122,122,debit card
123,2022-02-01,5741.51,123,123,PayPal
124,2022-02-01,7797.97,124,124,debit card
125,2022-02-01,9729.31,125,125,cash
126,2022-02-01,1270.47,126,126,cash
127,2022-02-01,3545.24,127,127,PayPal
128,2022-02-01,1904.72,128,128,cash
129,2022-02-01,6692.2,129,129,debit card
130,2022-02-01,1219.07,130,130,cash
131,2022-02-01,8696.96,131,131,cash
132,2022-02-01,1960.17,132,132,credit card
133,2022-02-01,1911.57,133,133,credit card
134,2022-02-01,5916.79,134,134,PayPal
135,2022-02-01,474.8,135,135,PayPal
136,2022-02-01,7018.92,136,136,PayPal
137,2022-02-01,4622.52,137,137,debit card
138,2022-02-01,4881.77,138,138,cash
139,2022-02-01,1468.75,139,139,credit card
140,2022-02-01,1487.94,140,140,credit card
141,2022-02-01,2208.07,141,141,debit card
142,2022-02-01,9834.22,142,142,cash
143,2022-02-01,4270.52,143,143,credit card
144,2022-02-01,8887.46,144,144,debit card
145,2022-02-01,5633.64,145,145,credit card
146,2022-02-01,5423.4,146,146,cash
147,2022-02-01,2402.97,147,147,cash
148,2022-02-01,3914.6,148,148,PayPal
149,2022-02-01,807.36,149,149,credit card
150,2022-02-01,7499.92,150,150,debit card
151,2022-02-01,4690.21,151,151,credit card
152,2022-02-01,3694.65,152,152,debit card
153,2022-02-01,25.59,153,153,debit card
154,2022-02-01,1.61,154,154,PayPal
155,2022-02-01,5775.76,155,155,PayPal
156,2022-02-01,6490.67,156,156,credit card
157,2022-02-01,8213.23,157,157,debit card
158,2022-02-01,1542.57,158,158,cash
159,2022-02-01,1323.74,159,159,credit card
160,2022-02-01,2167.43,160,160,PayPal
161,2022-02-01,2170.68,161,161,PayPal
162,2022-02-01,4764.31,162,162,credit card
163,2022-02-01,9576.45,163,163,debit card
164,2022-02-01,1926.69,164,164,cash
165,2022-02-01,5234.78,165,165,PayPal
166,2022-02-01,5973.26,166,166,PayPal
167,2022-02-01,9618.48,167,167,debit card
168,2022-02-01,476.74,168,168,credit card
169,2022-02-01,568.69,169,169,cash
170,2022-02-01,6319.57,170,170,cash
171,2022-02-01,6357.85,171,171,debit card
172,2022-02-01,2275.97,172,172,credit card
173,2022-02-01,3442.51,173,173,credit card
174,2022-02-01,6332.13,174,174,cash
175,2022-02-01,1563.1,175,175,cash
176,2022-02-01,7636.52,176,176,PayPal
177,2022-02-01,922.31,177,177,debit card
178,2022-02-01,2752.16,178,178,debit card
179,2022-02-01,289.9,179,179,debit card
180,2022-02-01,6060.3,180,180,cash
181,2022-02-01,2887.95,181,181,debit card
182,2022-02-01,5559.43,182,182,debit card
183,2022-02-01,8677.34,183,183,cash
184,2022-02-01,502.59,184,184,debit card
185,2022-02-01,73.56,185,185,PayPal
186,2022-02-01,6599.36,186,186,cash
187,2022-02-01,3806.57,187,187,cash
188,2022-02-01,9026.51,188,188,PayPal
189,2022-02-01,2156.56,189,189,cash
190,2022-02-01,5663.69,190,190,debit card
191,2022-02-01,3526.16,191,191,PayPal
192,2022-02-01,8690.57,192,192,cash
193,2022-02-01,111.42,193,193,debit card
194,2022-02-01,4747.33,194,194,debit card
195,2022-02-01,3868.62,195,195,debit card
196,2022-02-01,5796.84,196,196,cash
197,2022-02-01,9535.91,197,197,PayPal
198,2022-02-01,3589.09,198,198,PayPal
199,2022-02-01,4777.73,199,199,PayPal
200,2022-02-01,2665.08,200,200,debit card
201,2022-02-01,2436.26,201,201,cash
202,2022-02-01,7325.93,202,202,cash
203,2022-02-01,4841.42,203,203,debit card
204,2022-02-01,7426.67,204,204,cash
205,2022-02-01,8431.43,205,205,PayPal
206,2022-02-01,1083.76,206,206,credit card
207,2022-02-01,4467.16,207,207,cash
208,2022-02-01,75.3,208,208,PayPal
209,2022-02-01,2114.5,209,209,cash
210,2022-02-01,2867.47,210,210,debit card
211,2022-02-01,8480.07,211,211,debit card
212,2022-02-01,2916.35,212,212,PayPal
213,2022-02-01,2805.87,213,213,cash
214,2022-02-01,8224.25,214,214,credit card
215,2022-02-01,146.41,215,215,cash
216,2022-02-01,2500.11,216,216,credit card
217,2022-02-01,1511.85,217,217,credit card
218,2022-02-01,6815.44,218,218,credit card
219,2022-02-01,9931.03,219,219,debit card
220,2022-02-01,6269.3,220,220,PayPal
221,2022-02-01,890.39,221,221,debit card
222,2022-02-01,4144.84,222,222,debit card
223,2022-02-01,4499.38,223,223,PayPal
224,2022-02-01,6435.43,224,224,credit card
225,2022-02-01,6334.95,225,225,credit card
226,2022-02-01,4622.6,226,226,debit card
227,2022-02-01,7533.71,227,227,credit card
228,2022-02-01,986.66,228,228,PayPal
229,2022-02-01,1885.79,229,229,PayPal
230,2022-02-01,1822.45,230,230,PayPal
231,2022-02-01,1806.29,231,231,debit card
232,2022-02-01,557.3,232,232,PayPal
233,2022-02-01,8498.14,233,233,PayPal
234,2022-02-01,2164.26,234,234,debit card
235,2022-02-01,8579.04,235,235,PayPal
236,2022-02-01,1305.3,236,236,debit card
237,2022-02-01,7920.51,237,237,PayPal
238,2022-02-01,1100.32,238,238,cash
239,2022-02-01,1275.19,239,239,credit card
240,2022-02-01,1092.56,240,240,credit card
241,2022-02-01,8005.35,241,241,debit card
242,2022-02-01,416.57,242,242,debit card
243,2022-02-01,2913.41,243,243,credit card
244,2022-02-01,9683.89,244,244,credit card
245,2022-02-01,3597.04,245,245,credit card
246,2022-02-01,7449.62,246,246,cash
247,2022-02-01,9767.34,247,247,debit card
248,2022-02-01,3409.22,248,248,PayPal
249,2022-02-01,8282.09,249,249,credit card
250,2022-02-01,2236.29,250,250,debit card
251,2022-02-01,3257.19,251,251,credit card
252,2022-02-01,8105.93,252,252,debit card
253,2022-02-01,3809.78,253,253,debit card
254,2022-02-01,827.0,254,254,cash
255,2022-02-01,703.84,255,255,cash
256,2022-02-01,1915.7,256,256,credit card
257,2022-02-01,3819.17,257,257,debit card
258,2022-02-01,3248.78,258,258,credit card
259,2022-02-01,226.15,259,259,debit card
260,2022-02-01,807.49,260,260,debit card
261,2022-02-01,4203.53,261,261,debit card
262,2022-02-01,8674.99,262,262,cash
263,2022-02-01,6133.44,263,263,credit card
264,2022-02-01,5784.72,264,264,credit card
265,2022-02-01,1408.05,265,265,debit card
266,2022-02-01,7200.15,266,266,debit card
267,2022-02-01,846.63,267,267,credit card
268,2022-02-01,8937.79,268,268,PayPal
269,2022-02-01,4904.56,269,269,cash
270,2022-02-01,2175.82,270,270,PayPal
271,2022-02-01,4992.05,271,271,debit card
272,2022-02-01,3820.32,272,272,PayPal
273,2022-02-01,1940.8,273,273,cash
274,2022-02-01,849.04,274,274,credit card
275,2022-02-01,8111.91,275,275,debit card
276,2022-02-01,2655.93,276,276,debit card
277,2022-02-01,7247.88,277,277,PayPal
278,2022-02-01,4417.32,278,278,PayPal
279,2022-02-01,294.16,279,279,debit card
280,2022-02-01,2976.96,280,280,debit card
281,2022-02-01,9376.39,281,281,debit card
282,2022-02-01,3623.51,282,282,credit card
283,2022-02-01,6156.74,283,283,debit card
284,2022-02-01,1204.98,284,284,debit card
285,2022-02-01,1378.8,285,285,credit card
286,2022-02-01,7635.79,286,286,debit card
287,2022-02-01,9251.87,287,287,debit card
288,2022-02-01,8210.43,288,288,PayPal
289,2022-02-01,8077.62,289,289,debit card
290,2022-02-01,9290.5,290,290,debit card
291,2022-02-01,9105.66,291,291,credit card
292,2022-02-01,3409.03,292,292,cash
293,2022-02-01,2284.51,293,293,debit card
294,2022-02-01,7571.0,294,294,PayPal
295,2022-02-01,8316.09,295,295,cash
296,2022-02-01,1864.51,296,296,credit card
297,2022-02-01,9044.01,297,297,cash
298,2022-02-01,3266.24,298,298,credit card
299,2022-02-01,1720.67,299,299,debit card
300,2022-02-01,8555.78,300,300,debit card
301,2022-02-01,9387.57,301,301,debit card
302,2022-02-01,3777.33,302,302,credit card
303,2022-02-01,2290.07,303,303,cash
304,2022-02-01,1935.55,304,304,credit card
305,2022-02-01,4747.0,305,305,cash
306,2022-02-01,78.92,306,306,credit card
307,2022-02-01,5810.22,307,307,cash
308,2022-02-01,8374.39,308,308,credit card
309,2022-02-01,7539.77,309,309,PayPal
310,2022-02-01,8546.63,310,310,PayPal
311,2022-02-01,9586.65,311,311,cash
312,2022-02-01,2415.52,312,312,debit card
313,2022-02-01,9021.05,313,313,PayPal
314,2022-02-01,6704.83,314,314,cash
315,2022-02-01,8641.25,315,315,credit card
316,2022-02-01,8324.78,316,316,credit card
317,2022-02-01,8581.97,317,317,cash
318,2022-02-01,7475.72,318,318,credit card
319,2022-02-01,6201.17,319,319,PayPal
320,2022-02-01,3392.33,320,320,cash
321,2022-02-01,2329.13,321,321,cash
322,2022-02-01,5249.14,322,322,cash
323,2022-02-01,2585.61,323,323,credit card
324,2022-02-01,9210.18,324,324,PayPal
325,2022-02-01,8555.63,325,325,credit card
326,2022-02-01,6621.97,326,326,PayPal
327,2022-02-01,2388.46,327,327,PayPal
328,2022-02-01,8943.2,328,328,cash
329,2022-02-01,3071.77,329,329,credit card
330,2022-02-01,5074.34,330,330,debit card
331,2022-02-01,9348.3,331,331,cash
332,2022-02-01,8076.27,332,332,credit card
333,2022-02-01,9336.11,333,333,credit card
334,2022-02-01,878.98,334,334,credit card
335,2022-02-01,6800.48,335,335,cash
336,2022-02-01,1692.93,336,336,cash
337,2022-02-01,6383.1,337,337,cash
338,2022-02-01,896.95,338,338,credit card
339,2022-02-01,4739.11,339,339,debit card
340,2022-02-01,1850.64,340,340,debit card
341,2022-02-01,3936.96,341,341,debit card
342,2022-02-01,1927.29,342,342,PayPal
343,2022-02-01,1089.27,343,343,debit card
344,2022-02-01,9265.14,344,344,cash
345,2022-02-01,3744.42,345,345,PayPal
346,2022-02-01,9250.27,346,346,debit card
347,2022-02-01,1517.81,347,347,debit card
348,2022-02-01,7258.26,348,348,debit card
349,2022-02-01,6160.67,349,349,cash
350,2022-02-01,8212.84,350,350,credit card
351,2022-02-01,3204.73,351,351,debit card
352,2022-02-01,3364.8,352,352,debit card
353,2022-02-01,6253.93,353,353,cash
354,2022-02-01,6415.22,354,354,PayPal
355,2022-02-01,8217.18,355,355,debit card
356,2022-02-01,2872.22,356,356,PayPal
357,2022-02-01,9832.76,357,357,PayPal
358,2022-02-01,4412.54,358,358,cash
359,2022-02-01,8018.31,359,359,cash
360,2022-02-01,6877.0,360,360,credit card
361,2022-02-01,7308.19,361,361,credit card
362,2022-02-01,3909.45,362,362,cash
363,2022-02-01,8398.4,363,363,debit card
364,2022-02-01,9341.25,364,364,cash
365,2022-02-01,148.39,365,365,credit card
366,2022-02-01,3353.54,366,366,PayPal
367,2022-02-01,4372.12,367,367,PayPal
368,2022-02-01,9105.84,368,368,credit card
369,2022-02-01,322.82,369,369,debit card
370,2022-02-01,1038.39,370,370,debit card
371,2022-02-01,5130.0,371,371,PayPal
372,2022-02-01,5337.09,372,372,credit card
373,2022-02-01,8124.59,373,373,debit card
374,2022-02-01,5453.1,374,374,cash
375,2022-02-01,7708.31,375,375,cash
376,2022-02-01,4223.36,376,376,debit card
377,2022-02-01,9014.55,377,377,credit card
378,2022-02-01,8775.37,378,378,credit card
379,2022-02-01,1358.38,379,379,debit card
380,2022-02-01,9406.31,380,380,debit card
381,2022-02-01,1179.48,381,381,PayPal
382,2022-02-01,7792.75,382,382,debit card
383,2022-02-01,5286.62,383,383,debit card
384,2022-02-01,3413.26,384,384,credit card
385,2022-02-01,8622.49,385,385,debit card
386,2022-02-01,5175.22,386,386,cash
387,2022-02-01,6920.96,387,387,PayPal
388,2022-02-01,3526.69,388,388,debit card
389,2022-02-01,1977.74,389,389,PayPal
390,2022-02-01,208.0,390,390,credit card
391,2022-02-01,1628.21,391,391,cash
392,2022-02-01,4089.0,392,392,debit card
393,2022-02-01,3866.25,393,393,debit card
394,2022-02-01,6450.69,394,394,cash
395,2022-02-01,5428.14,395,395,credit card
396,2022-02-01,5047.89,396,396,PayPal
397,2022-02-01,3714.65,397,397,PayPal
398,2022-02-01,2166.31,398,398,PayPal
399,2022-02-01,1481.57,399,399,credit card
400,2022-02-01,6447.65,400,400,cash
401,2022-02-01,579.88,401,401,PayPal
402,2022-02-01,2317.07,402,402,cash
403,2022-02-01,4880.5,403,403,cash
404,2022-02-01,6693.11,404,404,debit card
405,2022-02-01,2090.3,405,405,debit card
406,2022-02-01,1643.85,406,406,credit card
407,2022-02-01,5432.67,407,407,credit card
408,2022-02-01,9289.32,408,408,PayPal
409,2022-02-01,7382.73,409,409,PayPal
410,2022-02-01,2236.34,410,410,PayPal
411,2022-02-01,2884.34,411,411,credit card
412,2022-02-01,8624.03,412,412,cash
413,2022-02-01,4853.04,413,413,PayPal
414,2022-02-01,8048.67,414,414,PayPal
415,2022-02-01,103.33,415,415,PayPal
416,2022-02-01,2434.95,416,416,credit card
417,2022-02-01,9047.71,417,417,cash
418,2022-02-01,2408.09,418,418,debit card
419,2022-02-01,6907.47,419,419,cash
420,2022-02-01,2630.07,420,420,cash
421,2022-02-01,4784.57,421,421,PayPal
422,2022-02-01,6464.3,422,422,debit card
423,2022-02-01,3433.02,423,423,credit card
424,2022-02-01,1938.79,424,424,PayPal
425,2022-02-01,4241.48,425,425,debit card
426,2022-02-01,3703.8,426,426,cash
427,2022-02-01,1916.23,427,427,PayPal
428,2022-02-01,9387.79,428,428,credit card
429,2022-02-01,6022.11,429,429,debit card
430,2022-02-01,5663.98,430,430,debit card
431,2022-02-01,3033.54,431,431,cash
432,2022-02-01,6956.92,432,432,PayPal
433,2022-02-01,368.82,433,433,cash
434,2022-02-01,481.44,434,434,debit card
435,2022-02-01,1817.67,435,435,debit card
436,2022-02-01,2537.17,436,436,debit card
437,2022-02-01,3112.41,437,437,PayPal
438,2022-02-01,9652.03,438,438,cash
439,2022-02-01,5002.28,439,439,PayPal
440,2022-02-01,271.52,440,440,cash
441,2022-02-01,6344.35,441,441,cash
442,2022-02-01,4382.15,442,442,cash
443,2022-02-01,4660.98,443,443,debit card
444,2022-02-01,5046.85,444,444,credit card
445,2022-02-01,2345.85,445,445,credit card
446,2022-02-01,2425.1,446,446,cash
447,2022-02-01,1478.41,447,447,PayPal
448,2022-02-01,4816.75,448,448,cash
449,2022-02-01,4895.38,449,449,PayPal
450,2022-02-01,2495.13,450,450,PayPal
451,2022-02-01,3659.69,451,451,PayPal
452,2022-02-01,4606.08,452,452,credit card
453,2022-02-01,8283.56,453,453,cash
454,2022-02-01,8295.7,454,454,credit card
455,2022-02-01,9698.1,455,455,debit card
456,2022-02-01,8248.03,456,456,PayPal
457,2022-02-01,656.56,457,457,credit card
458,2022-02-01,4782.57,458,458,PayPal
459,2022-02-01,6337.11,459,459,credit card
460,2022-02-01,2610.81,460,460,PayPal
461,2022-02-01,208.13,461,461,PayPal
462,2022-02-01,4466.34,462,462,PayPal
463,2022-02-01,2512.47,463,463,debit card
464,2022-02-01,983.51,464,464,PayPal
465,2022-02-01,5953.02,465,465,credit card
466,2022-02-01,2676.01,466,466,PayPal
467,2022-02-01,5969.52,467,467,cash
468,2022-02-01,9418.63,468,468,cash
469,2022-02-01,1851.26,469,469,PayPal
470,2022-02-01,3534.64,470,470,PayPal
471,2022-02-01,8573.63,471,471,credit card
472,2022-02-01,3905.72,472,472,PayPal
473,2022-02-01,4683.89,473,473,PayPal
474,2022-02-01,9148.08,474,474,debit card
475,2022-02-01,5358.28,475,475,PayPal
476,2022-02-01,8027.46,476,476,cash
477,2022-02-01,601.17,477,477,cash
478,2022-02-01,5030.52,478,478,debit card
479,2022-02-01,1855.36,479,479,cash
480,2022-02-01,4088.72,480,480,debit card
481,2022-02-01,6125.01,481,481,credit card
482,2022-02-01,5297.1,482,482,credit card
483,2022-02-01,2311.34,483,483,debit card
484,2022-02-01,8173.01,484,484,cash
485,2022-02-01,4243.97,485,485,cash
486,2022-02-01,8858.96,486,486,cash
487,2022-02-01,8084.84,487,487,PayPal
488,2022-02-01,4176.82,488,488,debit card
489,2022-02-01,1646.84,489,489,debit card
490,2022-02-01,3484.37,490,490,credit card
491,2022-02-01,3347.06,491,491,PayPal
492,2022-02-01,4744.07,492,492,PayPal
493,2022-02-01,8417.51,493,493,cash
494,2022-02-01,6800.62,494,494,credit card
495,2022-02-01,4432.85,495,495,credit card
496,2022-02-01,1058.09,496,496,cash
497,2022-02-01,621.82,497,497,PayPal
498,2022-02-01,8878.49,498,498,PayPal
499,2022-02-01,4496.76,499,499,credit card
500,2022-02-01,7683.52,500,500,debit card
501,2022-02-01,1252.32,501,501,cash
502,2022-02-01,4711.0,502,502,PayPal
503,2022-02-01,6258.75,503,503,PayPal
504,2022-02-01,8441.75,504,504,debit card
505,2022-02-01,2209.71,505,505,credit card
506,2022-02-01,9917.04,506,506,PayPal
507,2022-02-01,898.18,507,507,debit card
508,2022-02-01,8331.22,508,508,debit card
509,2022-02-01,4285.85,509,509,credit card
510,2022-02-01,6997.06,510,510,cash
511,2022-02-01,7345.3,511,511,PayPal
512,2022-02-01,5686.48,512,512,credit card
513,2022-02-01,2118.53,513,513,cash
514,2022-02-01,3578.78,514,514,debit card
515,2022-02-01,1466.78,515,515,cash
516,2022-02-01,177.29,516,516,credit card
517,2022-02-01,5807.48,517,517,PayPal
518,2022-02-01,3938.22,518,518,PayPal
519,2022-02-01,6437.5,519,519,debit card
520,2022-02-01,5247.7,520,520,cash
521,2022-02-01,4354.63,521,521,debit card
522,2022-02-01,2694.1,522,522,credit card
523,2022-02-01,8685.83,523,523,cash
524,2022-02-01,6906.6,524,524,cash
525,2022-02-01,8634.53,525,525,PayPal
526,2022-02-01,4056.81,526,526,debit card
527,2022-02-01,5870.4,527,527,credit card
528,2022-02-01,1208.85,528,528,PayPal
529,2022-02-01,5088.81,529,529,PayPal
530,2022-02-01,7872.44,530,530,debit card
531,2022-02-01,7563.08,531,531,cash
532,2022-02-01,20.58,532,532,debit card
533,2022-02-01,8158.34,533,533,cash
534,2022-02-01,6927.49,534,534,cash
535,2022-02-01,5734.73,535,535,debit card
536,2022-02-01,1314.25,536,536,credit card
537,2022-02-01,6818.65,537,537,debit card
538,2022-02-01,7379.25,538,538,credit card
539,2022-02-01,6464.85,539,539,debit card
540,2022-02-01,3833.05,540,540,PayPal
541,2022-02-01,2594.94,541,541,debit card
542,2022-02-01,5632.36,542,542,PayPal
543,2022-02-01,9401.49,543,543,credit card
544,2022-02-01,5944.49,544,544,cash
545,2022-02-01,9677.41,545,545,cash
546,2022-02-01,5366.59,546,546,credit card
547,2022-02-01,7811.13,547,547,cash
548,2022-02-01,740.77,548,548,cash
549,2022-02-01,8869.24,549,549,cash
550,2022-02-01,5140.62,550,550,cash
551,2022-02-01,6076.82,551,551,cash
552,2022-02-01,9459.33,552,552,cash
553,2022-02-01,4868.16,553,553,PayPal
554,2022-02-01,3101.51,554,554,cash
555,2022-02-01,2817.85,555,555,credit card
556,2022-02-01,5048.3,556,556,credit card
557,2022-02-01,1013.05,557,557,cash
558,2022-02-01,6585.86,558,558,PayPal
559,2022-02-01,3638.82,559,559,PayPal
560,2022-02-01,1968.41,560,560,debit card
561,2022-02-01,1518.08,561,561,debit card
562,2022-02-01,9227.97,562,562,debit card
563,2022-02-01,8794.58,563,563,debit card
564,2022-02-01,314.72,564,564,credit card
565,2022-02-01,9572.36,565,565,PayPal
566,2022-02-01,7898.96,566,566,PayPal
567,2022-02-01,5701.31,567,567,cash
568,2022-02-01,9964.65,568,568,credit card
569,2022-02-01,5992.54,569,569,debit card
570,2022-02-01,7075.89,570,570,debit card
571,2022-02-01,9228.38,571,571,credit card
572,2022-02-01,4181.79,572,572,debit card
573,2022-02-01,6991.44,573,573,cash
574,2022-02-01,2958.45,574,574,PayPal
575,2022-02-01,3373.33,575,575,credit card
576,2022-02-01,4023.09,576,576,credit card
577,2022-02-01,3370.56,577,577,PayPal
578,2022-02-01,3245.27,578,578,debit card
579,2022-02-01,7818.89,579,579,debit card
580,2022-02-01,7275.98,580,580,PayPal
581,2022-02-01,6841.02,581,581,credit card
582,2022-02-01,3569.27,582,582,PayPal
583,2022-02-01,1539.14,583,583,debit card
584,2022-02-01,6289.54,584,584,debit card
585,2022-02-01,3237.81,585,585,cash
586,2022-02-01,7658.45,586,586,debit card
587,2022-02-01,2220.39,587,587,PayPal
588,2022-02-01,8911.79,588,588,PayPal
589,2022-02-01,559.46,589,589,PayPal
590,2022-02-01,4137.69,590,590,debit card
591,2022-02-01,7625.48,591,591,debit card
592,2022-02-01,1463.89,592,592,PayPal
593,2022-02-01,8292.64,593,593,credit card
594,2022-02-01,1321.74,594,594,credit card
595,2022-02-01,7781.02,595,595,debit card
596,2022-02-01,7545.76,596,596,credit card
597,2022-02-01,4267.42,597,597,credit card
598,2022-02-01,2061.89,598,598,cash
599,2022-02-01,3509.05,599,599,cash
600,2022-02-01,2744.65,600,600,debit card
601,2022-02-01,9217.25,601,601,credit card
602,2022-02-01,9455.74,602,602,PayPal
603,2022-02-01,2113.76,603,603,debit card
604,2022-02-01,4623.77,604,604,credit card
605,2022-02-01,4649.69,605,605,PayPal
606,2022-02-01,2633.62,606,606,credit card
607,2022-02-01,9905.34,607,607,PayPal
608,2022-02-01,8142.96,608,608,cash
609,2022-02-01,6375.21,609,609,cash
610,2022-02-01,7483.67,610,610,credit card
611,2022-02-01,75.66,611,611,cash
612,2022-02-01,6180.51,612,612,PayPal
613,2022-02-01,3584.96,613,613,PayPal
614,2022-02-01,3885.43,614,614,debit card
615,2022-02-01,2522.26,615,615,debit card
616,2022-02-01,4573.33,616,616,debit card
617,2022-02-01,6152.91,617,617,debit card
618,2022-02-01,8523.92,618,618,credit card
619,2022-02-01,3772.38,619,619,PayPal
620,2022-02-01,631.78,620,620,PayPal
621,2022-02-01,7520.41,621,621,cash
622,2022-02-01,3464.63,622,622,credit card
623,2022-02-01,1381.84,623,623,cash
624,2022-02-01,9677.09,624,624,cash
625,2022-02-01,6655.27,625,625,PayPal
626,2022-02-01,8855.22,626,626,debit card
627,2022-02-01,4308.23,627,627,PayPal
628,2022-02-01,8463.66,628,628,cash
629,2022-02-01,8322.01,629,629,PayPal
630,2022-02-01,7541.39,630,630,cash
631,2022-02-01,1416.5,631,631,cash
632,2022-02-01,1603.86,632,632,cash
633,2022-02-01,2833.16,633,633,credit card
634,2022-02-01,5888.7,634,634,debit card
635,2022-02-01,5806.37,635,635,PayPal
